Generation,Number,Name,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Colosseum,Gale Of Darkness,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Scarlet,Violet
V,510,Liepard,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
V,511,Pansage,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,—,—,—,—,—,—,—
V,512,Simisage,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,T,T,T,T,T,T,—,—,—,—,—,—,—,—,—
V,513,Pansear,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,EvB,EvB,T,T,T,T,—,—,—,—,—,—,—,—,—
V,514,Simisear,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,Ev,Ev,T,T,T,T,—,—,—,—,—,—,—,—,—
V,515,Panpour,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,—,—,—,—,—,—,—
V,516,Simipour,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,T,T,T,T,T,T,—,—,—,—,—,—,—,—,—
V,517,Munna,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,C,C,T,T,T,T,—,—,C,C,—,—,—,—,—
V,518,Musharna,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSE,FSE,E,E,T,T,T,T,—,—,C,C,—,—,—,—,—
V,519,Pidove,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSB,FSB,C,C,T,T,T,T,—,—,C,C,—,—,—,—,—
V,520,Tranquill,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,E,E,T,T,T,T,—,—,C,C,—,—,—,—,—
V,521,Unfezant,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSE,FSE,E,E,T,T,T,T,—,—,C,C,—,—,—,—,—
V,522,Blitzle,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,B,B,FSB,FSB,B,B,T,T,T,T,—,—,—,—,—,—,—,—,—
V,523,Zebstrika,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,C,C,T,T,T,T,—,—,—,—,—,—,—,—,—
V,524,Roggenrola,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,C,C,C,—,—,C,C,—,—,—,—,—
V,525,Boldore,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,E,E,C,C,C,C,C,C,—,—,C,C,—,—,—,—,—
V,526,Gigalith,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,R,R,ET,ET,ET,ET,ET,ET,ET,ET,—,—,C,C,—,—,—,—,—
V,527,Woobat,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
V,528,Swoobat,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,T,T,T,T,T,T,—,—,D,D,—,—,—,—,—
V,529,Drilbur,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSB,FSB,B,B,T,T,T,T,—,—,C,C,—,—,—,—,—
V,530,Excadrill,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,C,C,T,T,T,T,—,—,C,C,—,—,—,—,—
V,531,Audino,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,T,T,C,C,—,—,CD,CD,—,—,—,—,—
V,532,Timburr,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,B,B,C,C,B,B,T,T,—,—,C,C,—,—,—,CD,CD
V,533,Gurdurr,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,E,E,B,B,T,T,—,—,C,C,—,—,—,CD,CD
V,534,Conkeldurr,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,ET,ET,ET,ET,ET,ET,S,S,T,T,—,—,C,C,—,—,—,CD,CD
V,535,Tympole,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSB,FSB,C,C,T,T,T,T,—,—,C,C,—,—,—,—,—
V,536,Palpitoad,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,E,E,T,T,T,T,—,—,C,C,—,—,—,—,—
V,537,Seismitoad,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSE,FSE,E,E,T,T,T,T,—,—,C,C,—,—,—,—,—
V,538,Throh,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,C,C,T,T,T,T,T,—,—,R,C,—,—,—,—,—
V,539,Sawk,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,FS,T,C,T,T,T,T,—,—,C,R,—,—,—,—,—
V,540,Sewaddle,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSB,FSB,C,C,B,B,B,B,—,—,—,—,—,—,—,CD,CD
V,541,Swadloon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,E,E,B,B,B,B,—,—,—,—,—,—,—,CD,CD
V,542,Leavanny,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSE,FSE,E,E,S,S,S,S,—,—,—,—,—,—,—,CD,CD
V,543,Venipede,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,S,S,T,T,—,—,CD,CD,—,—,—,—,—
V,544,Whirlipede,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,E,E,T,T,E,E,T,T,—,—,DD,DD,—,—,—,—,—
V,545,Scolipede,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,E,E,T,T,E,E,T,T,—,—,CD,CD,—,—,—,—,—
V,546,Cottonee,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,R,C,R,T,T,C,C,C,T,C,T,—,—,C,C,—,—,—,—,—
V,547,Whimsicott,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,E,C,E,T,T,E,E,E,T,E,T,—,—,D,D,—,—,—,—,—
V,548,Petilil,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,C,R,C,FS,FS,C,C,T,C,T,C,—,—,CD,CD,—,—,C,C,C
V,549,Lilligant,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,C,E,C,FSE,FSE,E,E,T,E,T,E,—,—,CD,CD,—,—,—,C,C
V,549,Lilligant (Hisuian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T
V,550,Basculin,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,C,T,—,—,C,T,—,—,—,C,C
V,550,Basculin,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,C,—,—,T,C,—,—,—,C,C
V,550,Basculin,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,CD,CD
V,551,Sandile,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,C,B,B,—,—,CD,CD,—,—,—,C,C
V,552,Krokorok,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,E,E,E,E,E,E,C,C,—,—,CD,CD,—,—,—,C,C
V,553,Krookodile,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,E,E,E,E,E,E,—,—,CD,CD,—,—,—,C,C
V,554,Darumaka,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,B,B,T,T,T,T,—,—,RD,T,—,—,—,—,—
V,554,Darumaka (Galarian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,—,—,—,—,—
V,555,Darmanitan,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,C,C,T,T,T,T,—,—,ED,T,—,—,—,—,—
V,555,Darmanitan (Galarian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,T,—,—,—,—,—
V,556,Maractus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,C,C,T,T,T,T,—,—,C,C,—,—,—,—,—
V,557,Dwebble,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,T,T,B,B,—,—,C,C,—,—,—,—,—
V,558,Crustle,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,E,E,C,C,T,T,C,C,—,—,C,C,—,—,—,—,—
V,559,Scraggy,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,T,T,C,C,—,—,C,T,—,—,—,—,—
V,560,Scrafty,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,E,E,E,E,T,T,E,E,—,—,D,T,—,—,—,—,—
V,561,Sigilyph,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,C,C,—,—,C,C,—,—,—,—,—
V,562,Yamask,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,B,B,T,T,EvB,EvB,—,—,R,R,—,—,—,—,—
V,562,Yamask (Galarian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,—,—
V,563,Cofagrigus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,E,E,T,T,C,C,T,T,Ev,Ev,—,—,DA,DA,—,—,—,—,—
V,564,Tirtouga,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,R,R,T,R,R,T,R,R,—,—,CD,CD,—,—,—,—,—
V,565,Carracosta,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,T,E,E,T,E,E,—,—,CD,CD,—,—,—,—,—
V,566,Archen,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,R,R,R,T,T,R,R,R,—,—,CD,CD,—,—,—,—,—
V,567,Archeops,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,E,T,T,E,E,E,—,—,ED,ED,—,—,—,—,—
V,568,Trubbish,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,C,C,C,—,—,C,C,—,—,—,—,—
V,569,Garbodor,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,E,E,C,C,E,E,—,—,C,C,—,—,—,—,—
V,570,Zorua,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,EV,EV,R,R,B,B,C,C,T,T,C,C,—,—,CD,CD,—,—,—,C,C
V,570,Zorua (Hisuian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,EvB,EvB
V,571,Zoroark,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,EV,EV,E,E,C,C,E,E,T,T,C,C,—,—,CD,CD,—,—,—,C,C
V,571,Zoroark (Hisuian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,Ev,Ev
V,572,Minccino,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,C,C,T,T,C,C,—,—,C,C,—,—,—,—,—
V,573,Cinccino,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSE,FSE,E,E,T,T,E,E,—,—,C,C,—,—,—,—,—
V,574,Gothita,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,C,EvB,B,B,C,C,S,S,T,T,—,—,C,T,—,—,—,C,C
V,575,Gothorita,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,C,Ev,C,C,E,E,E,E,T,T,—,—,C,T,—,—,—,C,C
V,576,Gothitelle,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,C,EvE,E,E,E,E,E,E,T,T,—,—,C,T,—,—,—,C,C
V,577,Solosis,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,DWB,C,C,C,T,T,B,B,T,T,—,—,T,C,—,—,—,—,—
V,578,Duosion,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,DW,C,E,E,T,T,S,S,T,T,—,—,T,C,—,—,—,—,—
V,579,Reuniclus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,DWE,E,E,E,T,T,E,E,T,T,—,—,T,C,—,—,—,—,—
V,580,Ducklett,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,B,B,—,—,—,—,—,—,—,CD,CD
V,581,Swanna,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,E,E,T,T,T,T,C,C,—,—,—,—,—,—,—,CD,CD
V,582,Vanillite,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,B,B,C,C,T,T,C,C,C,C,—,—,C,C,—,—,—,—,—
V,583,Vanillish,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,E,E,T,T,C,C,C,C,—,—,C,C,—,—,—,—,—
V,584,Vanilluxe,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,E,E,T,T,E,E,C,C,—,—,C,C,—,—,—,—,—
V,585,Deerling,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSB,FSB,C,C,T,T,T,T,—,—,—,—,—,—,—,C,C
V,586,Sawsbuck,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FS,FS,E,E,T,T,T,T,—,—,—,—,—,—,—,C,C
V,587,Emolga,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,C,C,C,C,—,—,CD,CD,—,—,—,—,—
V,588,Karrablast,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
V,589,Escavalier,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,ET,ET,ET,ET,T,T,T,T,T,T,—,—,D,CD,—,—,—,—,—
V,590,Foongus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,CD,CD,—,—,—,C,C
V,591,Amoonguss,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,CD,CD,—,—,—,C,C
V,592,Frillish,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,C,C,T,T,C,C,—,—,C,C,—,—,—,—,—
V,593,Jellicent,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,E,E,T,T,E,E,—,—,C,C,—,—,—,—,—
V,594,Alomomola,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,C,C,C,C,—,—,—,—,—,—,—,C,C
V,595,Joltik,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSB,FSB,C,C,T,T,T,T,—,—,C,C,—,—,—,—,—
V,596,Galvantula,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,FS,FS,E,E,T,T,T,T,—,—,C,C,—,—,—,—,—
V,597,Ferroseed,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
V,598,Ferrothorn,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
V,599,Klink,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSB,FSB,C,C,S,S,T,T,—,—,C,C,—,—,—,—,—
V,600,Klang,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,FS,FS,E,E,E,E,T,T,—,—,C,C,—,—,—,—,—
V,601,Klinklang,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,FSE,FSE,E,E,E,E,T,T,—,—,C,C,—,—,—,—,—
V,602,Tynamo,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,C,C,B,B,B,B,—,—,—,—,—,—,—,C,C
V,603,Eelektrik,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,T,T,E,E,B,B,B,B,—,—,—,—,—,—,—,C,C
V,604,Eelektross,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,T,T,E,E,S,S,S,S,—,—,—,—,—,—,—,C,C
V,605,Elgyem,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,C,C,T,T,C,C,—,—,C,C,—,—,—,—,—
V,606,Beheeyem,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,E,E,T,T,E,E,T,T,E,E,—,—,C,C,—,—,—,—,—
V,607,Litwick,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,S,S,S,S,—,—,C,C,—,—,—,CD,CD
V,608,Lampent,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,T,T,E,E,E,E,—,—,C,C,—,—,—,CD,CD
V,609,Chandelure,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,T,T,E,E,E,E,—,—,C,C,—,—,—,CD,CD
V,610,Axew,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,S,S,S,S,—,—,C,C,—,—,—,C,C
V,611,Fraxure,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,E,E,E,E,E,E,E,E,—,—,D,D,—,—,—,C,C
V,612,Haxorus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,E,E,E,E,E,E,E,E,—,—,C,C,—,—,—,C,C
V,613,Cubchoo,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,T,T,T,T,—,—,C,C,—,—,—,C,C
V,614,Beartic,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,E,E,T,T,T,T,—,—,C,C,—,—,—,C,C
V,615,Cryogonal,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,CD,CD,—,—,—,C,C
V,616,Shelmet,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
V,617,Accelgor,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,ET,ET,ET,ET,T,T,T,T,T,T,—,—,CD,D,—,—,—,—,—
V,618,Stunfisk,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,C,C,—,—,RD,RD,—,—,—,—,—
V,618,Stunfisk (Galarian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,—,—
V,619,Mienfoo,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,C,C,—,—,CD,CD,—,—,—,CD,CD
V,620,Mienshao,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,E,E,T,T,T,T,E,E,—,—,CD,CD,—,—,—,CD,CD
V,621,Druddigon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,T,T,C,C,—,—,CD,CD,—,—,—,—,—
V,622,Golett,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,B,B,C,C,T,T,T,T,C,T,—,—,C,C,—,—,—,—,—
V,623,Golurk,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,E,E,T,T,T,T,E,T,—,—,C,C,—,—,—,—,—
V,624,Pawniard,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,C,C,—,—,C,C,—,—,—,C,C
V,625,Bisharp,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,E,E,R,R,T,T,T,T,C,C,—,—,C,C,—,—,—,C,C
V,626,Bouffalant,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,C,C,T,T,T,T,—,—,CD,CD,—,—,—,—,—
V,627,Rufflet,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,T,C,FS,FS,C,C,C,T,C,T,—,—,C,T,—,—,C,C,C
V,628,Braviary,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,T,C,FSE,FSE,C,C,C,T,C,T,—,—,C,T,—,—,—,C,C
V,628,Braviary (Hisuian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T
V,629,Vullaby,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,C,T,FS,FS,C,C,T,C,T,C,—,—,T,C,—,—,—,CD,CD
V,630,Mandibuzz,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,C,T,FSE,FSE,E,E,T,C,T,C,—,—,T,C,—,—,—,CD,CD
V,631,Heatmor,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
V,632,Durant,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
V,633,Deino,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,B,B,B,B,C,C,S,S,T,T,—,—,C,T,—,—,—,C,CC
V,634,Zweilous,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,C,C,E,E,E,E,T,T,—,—,C,T,—,—,—,C,CC
V,635,Hydreigon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,C,C,E,E,E,E,T,T,—,—,D,T,—,—,—,C,CC
V,636,Larvesta,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,B,B,FS,FS,C,C,T,T,C,C,—,—,CD,CD,—,—,—,C,C
V,637,Volcarona,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,FSE,FSE,E,E,T,T,C,C,—,—,CD,CD,—,—,—,C,C
V,638,Cobalion,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,C,C,T,T,C,C,—,—,CD,CD,—,—,—,—,—
V,639,Terrakion,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,C,C,T,T,C,C,—,—,CD,CD,—,—,—,—,—
V,640,Virizion,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,C,C,T,T,C,C,—,—,CD,CD,—,—,—,—,—
V,641,Tornadus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,Ev,DR,DR,T,T,C,T,T,Ev,C,Ev,—,—,DA,CCDA,—,—,C,T,T
V,642,Thundurus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,C,DR,DR,T,T,T,C,Ev,T,Ev,C,—,—,CCDA,DA,—,—,C,T,T
V,643,Reshiram,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,Ev,T,C,T,T,C,T,T,Ev,C,Ev,—,—,DA,CCDA,—,—,—,—,—
V,644,Zekrom,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,C,C,T,T,T,T,C,Ev,T,Ev,C,—,—,CCDA,DA,—,—,—,—,—
V,645,Landorus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CC,CC,DR,DR,T,T,CC,CC,T,T,CC,CC,—,—,DA,DA,—,—,C,T,T
V,646,Kyurem,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,Ev,Ev,CC,CC,T,T,CC,CC,—,—,DA,DA,—,—,—,—,—
V,647,Keldeo,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,T,T,—,—,CD,CD,—,—,—,—,—
